Abbreviation,TeamName,GridPosition,Position,Points,Season,RoundNumber,EventName,Podium,Rainfall,AirTemp
BOT,Alfa Romeo,14.0,10.0,1.0,2023,8,Canadian Grand Prix,0,False,18.8
PIA,McLaren,8.0,11.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
GAS,Alpine,15.0,12.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
NOR,McLaren,7.0,13.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
TSU,AlphaTauri,19.0,14.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
HUL,Haas F1 Team,5.0,15.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
ZHO,Alfa Romeo,20.0,16.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
MAG,Haas F1 Team,13.0,17.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
DEV,AlphaTauri,17.0,18.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
RUS,Mercedes,4.0,19.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
SAR,Williams,18.0,20.0,0.0,2023,8,Canadian Grand Prix,0,False,18.8
VER,Red Bull Racing,1.0,1.0,26.0,2023,9,Austrian Grand Prix,1,True,22.5
LEC,Ferrari,2.0,2.0,18.0,2023,9,Austrian Grand Prix,1,True,22.5
PER,Red Bull Racing,15.0,3.0,15.0,2023,9,Austrian Grand Prix,1,True,22.5
NOR,McLaren,4.0,4.0,12.0,2023,9,Austrian Grand Prix,0,True,22.5
ALO,Aston Martin,7.0,5.0,10.0,2023,9,Austrian Grand Prix,0,True,22.5
SAI,Ferrari,3.0,6.0,8.0,2023,9,Austrian Grand Prix,0,True,22.5
RUS,Mercedes,11.0,7.0,6.0,2023,9,Austrian Grand Prix,0,True,22.5
HAM,Mercedes,5.0,8.0,4.0,2023,9,Austrian Grand Prix,0,True,22.5
STR,Aston Martin,6.0,9.0,2.0,2023,9,Austrian Grand Prix,0,True,22.5
GAS,Alpine,9.0,10.0,1.0,2023,9,Austrian Grand Prix,0,True,22.5
ALB,Williams,10.0,11.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
ZHO,Alfa Romeo,17.0,12.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
SAR,Williams,18.0,13.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
OCO,Alpine,12.0,14.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
BOT,Alfa Romeo,14.0,15.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
PIA,McLaren,13.0,16.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
DEV,AlphaTauri,20.0,17.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
MAG,Haas F1 Team,19.0,18.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
TSU,AlphaTauri,16.0,19.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
HUL,Haas F1 Team,8.0,20.0,0.0,2023,9,Austrian Grand Prix,0,True,22.5
VER,Red Bull Racing,1.0,1.0,26.0,2023,10,British Grand Prix,1,False,21.5
NOR,McLaren,2.0,2.0,18.0,2023,10,British Grand Prix,1,False,21.5
HAM,Mercedes,7.0,3.0,15.0,2023,10,British Grand Prix,1,False,21.5
PIA,McLaren,3.0,4.0,12.0,2023,10,British Grand Prix,0,False,21.5
RUS,Mercedes,6.0,5.0,10.0,2023,10,British Grand Prix,0,False,21.5
PER,Red Bull Racing,15.0,6.0,8.0,2023,10,British Grand Prix,0,False,21.5
ALO,Aston Martin,9.0,7.0,6.0,2023,10,British Grand Prix,0,False,21.5
ALB,Williams,8.0,8.0,4.0,2023,10,British Grand Prix,0,False,21.5
LEC,Ferrari,4.0,9.0,2.0,2023,10,British Grand Prix,0,False,21.5
SAI,Ferrari,5.0,10.0,1.0,2023,10,British Grand Prix,0,False,21.5
SAR,Williams,14.0,11.0,0.0,2023,10,British Grand Prix,0,False,21.5
BOT,Alfa Romeo,20.0,12.0,0.0,2023,10,British Grand Prix,0,False,21.5
HUL,Haas F1 Team,11.0,13.0,0.0,2023,10,British Grand Prix,0,False,21.5
STR,Aston Martin,12.0,14.0,0.0,2023,10,British Grand Prix,0,False,21.5
ZHO,Alfa Romeo,17.0,15.0,0.0,2023,10,British Grand Prix,0,False,21.5
TSU,AlphaTauri,16.0,16.0,0.0,2023,10,British Grand Prix,0,False,21.5
DEV,AlphaTauri,18.0,17.0,0.0,2023,10,British Grand Prix,0,False,21.5
GAS,Alpine,10.0,18.0,0.0,2023,10,British Grand Prix,0,False,21.5
MAG,Haas F1 Team,19.0,19.0,0.0,2023,10,British Grand Prix,0,False,21.5
OCO,Alpine,13.0,20.0,0.0,2023,10,British Grand Prix,0,False,21.5
VER,Red Bull Racing,2.0,1.0,26.0,2023,11,Hungarian Grand Prix,1,False,29.0
NOR,McLaren,3.0,2.0,18.0,2023,11,Hungarian Grand Prix,1,False,29.0
PER,Red Bull Racing,9.0,3.0,15.0,2023,11,Hungarian Grand Prix,1,False,29.0
HAM,Mercedes,1.0,4.0,12.0,2023,11,Hungarian Grand Prix,0,False,29.0
PIA,McLaren,4.0,5.0,10.0,2023,11,Hungarian Grand Prix,0,False,29.0
RUS,Mercedes,18.0,6.0,8.0,2023,11,Hungarian Grand Prix,0,False,29.0
LEC,Ferrari,6.0,7.0,6.0,2023,11,Hungarian Grand Prix,0,False,29.0
SAI,Ferrari,11.0,8.0,4.0,2023,11,Hungarian Grand Prix,0,False,29.0
ALO,Aston Martin,8.0,9.0,2.0,2023,11,Hungarian Grand Prix,0,False,29.0
STR,Aston Martin,14.0,10.0,1.0,2023,11,Hungarian Grand Prix,0,False,29.0
ALB,Williams,16.0,11.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
BOT,Alfa Romeo,7.0,12.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
RIC,AlphaTauri,13.0,13.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
HUL,Haas F1 Team,10.0,14.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
TSU,AlphaTauri,17.0,15.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
ZHO,Alfa Romeo,5.0,16.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
MAG,Haas F1 Team,19.0,17.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
SAR,Williams,20.0,18.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
OCO,Alpine,12.0,19.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
GAS,Alpine,15.0,20.0,0.0,2023,11,Hungarian Grand Prix,0,False,29.0
VER,Red Bull Racing,6.0,1.0,25.0,2023,12,Belgian Grand Prix,1,True,17.9
PER,Red Bull Racing,2.0,2.0,18.0,2023,12,Belgian Grand Prix,1,True,17.9
LEC,Ferrari,1.0,3.0,15.0,2023,12,Belgian Grand Prix,1,True,17.9
HAM,Mercedes,3.0,4.0,13.0,2023,12,Belgian Grand Prix,0,True,17.9
ALO,Aston Martin,9.0,5.0,10.0,2023,12,Belgian Grand Prix,0,True,17.9
RUS,Mercedes,8.0,6.0,8.0,2023,12,Belgian Grand Prix,0,True,17.9
NOR,McLaren,7.0,7.0,6.0,2023,12,Belgian Grand Prix,0,True,17.9
OCO,Alpine,14.0,8.0,4.0,2023,12,Belgian Grand Prix,0,True,17.9
STR,Aston Martin,10.0,9.0,2.0,2023,12,Belgian Grand Prix,0,True,17.9
TSU,AlphaTauri,11.0,10.0,1.0,2023,12,Belgian Grand Prix,0,True,17.9
GAS,Alpine,12.0,11.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
BOT,Alfa Romeo,13.0,12.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
ZHO,Alfa Romeo,17.0,13.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
ALB,Williams,15.0,14.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
MAG,Haas F1 Team,16.0,15.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
RIC,AlphaTauri,19.0,16.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
SAR,Williams,18.0,17.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
HUL,Haas F1 Team,20.0,18.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
SAI,Ferrari,4.0,19.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
PIA,McLaren,5.0,20.0,0.0,2023,12,Belgian Grand Prix,0,True,17.9
VER,Red Bull Racing,1.0,1.0,25.0,2023,13,Dutch Grand Prix,1,True,17.1
ALO,Aston Martin,5.0,2.0,19.0,2023,13,Dutch Grand Prix,1,True,17.1
GAS,Alpine,12.0,3.0,15.0,2023,13,Dutch Grand Prix,1,True,17.1
PER,Red Bull Racing,7.0,4.0,12.0,2023,13,Dutch Grand Prix,0,True,17.1
SAI,Ferrari,6.0,5.0,10.0,2023,13,Dutch Grand Prix,0,True,17.1
HAM,Mercedes,13.0,6.0,8.0,2023,13,Dutch Grand Prix,0,True,17.1
NOR,McLaren,2.0,7.0,6.0,2023,13,Dutch Grand Prix,0,True,17.1
ALB,Williams,4.0,8.0,4.0,2023,13,Dutch Grand Prix,0,True,17.1
PIA,McLaren,8.0,9.0,2.0,2023,13,Dutch Grand Prix,0,True,17.1
OCO,Alpine,16.0,10.0,1.0,2023,13,Dutch Grand Prix,0,True,17.1
STR,Aston Martin,11.0,11.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
HUL,Haas F1 Team,14.0,12.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
LAW,AlphaTauri,19.0,13.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
BOT,Alfa Romeo,18.0,14.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
TSU,AlphaTauri,17.0,15.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
MAG,Haas F1 Team,0.0,16.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
RUS,Mercedes,3.0,17.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
ZHO,Alfa Romeo,15.0,18.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
LEC,Ferrari,9.0,19.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
SAR,Williams,10.0,20.0,0.0,2023,13,Dutch Grand Prix,0,True,17.1
VER,Red Bull Racing,2.0,1.0,25.0,2023,14,Italian Grand Prix,1,False,29.3
PER,Red Bull Racing,5.0,2.0,18.0,2023,14,Italian Grand Prix,1,False,29.3
SAI,Ferrari,1.0,3.0,15.0,2023,14,Italian Grand Prix,1,False,29.3
LEC,Ferrari,3.0,4.0,12.0,2023,14,Italian Grand Prix,0,False,29.3
RUS,Mercedes,4.0,5.0,10.0,2023,14,Italian Grand Prix,0,False,29.3
HAM,Mercedes,8.0,6.0,8.0,2023,14,Italian Grand Prix,0,False,29.3
ALB,Williams,6.0,7.0,6.0,2023,14,Italian Grand Prix,0,False,29.3
NOR,McLaren,9.0,8.0,4.0,2023,14,Italian Grand Prix,0,False,29.3
ALO,Aston Martin,10.0,9.0,2.0,2023,14,Italian Grand Prix,0,False,29.3
BOT,Alfa Romeo,14.0,10.0,1.0,2023,14,Italian Grand Prix,0,False,29.3
LAW,AlphaTauri,12.0,11.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
PIA,McLaren,7.0,12.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
SAR,Williams,15.0,13.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
ZHO,Alfa Romeo,16.0,14.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
GAS,Alpine,17.0,15.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
STR,Aston Martin,20.0,16.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
HUL,Haas F1 Team,13.0,17.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
MAG,Haas F1 Team,19.0,18.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
OCO,Alpine,18.0,19.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
TSU,AlphaTauri,11.0,20.0,0.0,2023,14,Italian Grand Prix,0,False,29.3
SAI,Ferrari,1.0,1.0,25.0,2023,15,Singapore Grand Prix,1,False,29.9
NOR,McLaren,4.0,2.0,18.0,2023,15,Singapore Grand Prix,1,False,29.9
HAM,Mercedes,5.0,3.0,16.0,2023,15,Singapore Grand Prix,1,False,29.9
LEC,Ferrari,3.0,4.0,12.0,2023,15,Singapore Grand Prix,0,False,29.9
VER,Red Bull Racing,11.0,5.0,10.0,2023,15,Singapore Grand Prix,0,False,29.9
GAS,Alpine,12.0,6.0,8.0,2023,15,Singapore Grand Prix,0,False,29.9
PIA,McLaren,17.0,7.0,6.0,2023,15,Singapore Grand Prix,0,False,29.9
PER,Red Bull Racing,13.0,8.0,4.0,2023,15,Singapore Grand Prix,0,False,29.9
LAW,AlphaTauri,10.0,9.0,2.0,2023,15,Singapore Grand Prix,0,False,29.9
MAG,Haas F1 Team,6.0,10.0,1.0,2023,15,Singapore Grand Prix,0,False,29.9
ALB,Williams,14.0,11.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
ZHO,Alfa Romeo,19.0,12.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
HUL,Haas F1 Team,9.0,13.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
SAR,Williams,18.0,14.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
ALO,Aston Martin,7.0,15.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
RUS,Mercedes,2.0,16.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
BOT,Alfa Romeo,16.0,17.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
OCO,Alpine,8.0,18.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
TSU,AlphaTauri,15.0,19.0,0.0,2023,15,Singapore Grand Prix,0,False,29.9
STR,Aston Martin,,,0.0,2023,15,Singapore Grand Prix,0,False,29.9
VER,Red Bull Racing,1.0,1.0,26.0,2023,16,Japanese Grand Prix,1,False,27.3
NOR,McLaren,3.0,2.0,18.0,2023,16,Japanese Grand Prix,1,False,27.3
PIA,McLaren,2.0,3.0,15.0,2023,16,Japanese Grand Prix,1,False,27.3
LEC,Ferrari,4.0,4.0,12.0,2023,16,Japanese Grand Prix,0,False,27.3
HAM,Mercedes,7.0,5.0,10.0,2023,16,Japanese Grand Prix,0,False,27.3
SAI,Ferrari,6.0,6.0,8.0,2023,16,Japanese Grand Prix,0,False,27.3
RUS,Mercedes,8.0,7.0,6.0,2023,16,Japanese Grand Prix,0,False,27.3
ALO,Aston Martin,10.0,8.0,4.0,2023,16,Japanese Grand Prix,0,False,27.3
OCO,Alpine,14.0,9.0,2.0,2023,16,Japanese Grand Prix,0,False,27.3
GAS,Alpine,12.0,10.0,1.0,2023,16,Japanese Grand Prix,0,False,27.3
LAW,AlphaTauri,11.0,11.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
TSU,AlphaTauri,9.0,12.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
ZHO,Alfa Romeo,19.0,13.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
HUL,Haas F1 Team,18.0,14.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
MAG,Haas F1 Team,15.0,15.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
ALB,Williams,13.0,16.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
SAR,Williams,20.0,17.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
STR,Aston Martin,17.0,18.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
PER,Red Bull Racing,5.0,19.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
BOT,Alfa Romeo,16.0,20.0,0.0,2023,16,Japanese Grand Prix,0,False,27.3
VER,Red Bull Racing,1.0,1.0,26.0,2023,17,Qatar Grand Prix,1,False,31.5
PIA,McLaren,6.0,2.0,18.0,2023,17,Qatar Grand Prix,1,False,31.5
NOR,McLaren,10.0,3.0,15.0,2023,17,Qatar Grand Prix,1,False,31.5
RUS,Mercedes,2.0,4.0,12.0,2023,17,Qatar Grand Prix,0,False,31.5
LEC,Ferrari,5.0,5.0,10.0,2023,17,Qatar Grand Prix,0,False,31.5
ALO,Aston Martin,4.0,6.0,8.0,2023,17,Qatar Grand Prix,0,False,31.5
OCO,Alpine,8.0,7.0,6.0,2023,17,Qatar Grand Prix,0,False,31.5
BOT,Alfa Romeo,9.0,8.0,4.0,2023,17,Qatar Grand Prix,0,False,31.5
ZHO,Alfa Romeo,19.0,9.0,2.0,2023,17,Qatar Grand Prix,0,False,31.5
PER,Red Bull Racing,20.0,10.0,1.0,2023,17,Qatar Grand Prix,0,False,31.5
STR,Aston Martin,16.0,11.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
GAS,Alpine,7.0,12.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
ALB,Williams,13.0,13.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
MAG,Haas F1 Team,18.0,14.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
TSU,AlphaTauri,11.0,15.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
HUL,Haas F1 Team,14.0,16.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
LAW,AlphaTauri,17.0,17.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
SAR,Williams,15.0,18.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
HAM,Mercedes,3.0,19.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
SAI,Ferrari,12.0,20.0,0.0,2023,17,Qatar Grand Prix,0,False,31.5
VER,Red Bull Racing,6.0,1.0,25.0,2023,18,United States Grand Prix,1,False,30.1
NOR,McLaren,2.0,2.0,18.0,2023,18,United States Grand Prix,1,False,30.1
SAI,Ferrari,4.0,3.0,15.0,2023,18,United States Grand Prix,1,False,30.1
PER,Red Bull Racing,9.0,4.0,12.0,2023,18,United States Grand Prix,0,False,30.1
RUS,Mercedes,5.0,5.0,10.0,2023,18,United States Grand Prix,0,False,30.1
GAS,Alpine,7.0,6.0,8.0,2023,18,United States Grand Prix,0,False,30.1
STR,Aston Martin,20.0,7.0,6.0,2023,18,United States Grand Prix,0,False,30.1
TSU,AlphaTauri,11.0,8.0,5.0,2023,18,United States Grand Prix,0,False,30.1
ALB,Williams,15.0,9.0,2.0,2023,18,United States Grand Prix,0,False,30.1
SAR,Williams,16.0,10.0,1.0,2023,18,United States Grand Prix,0,False,30.1
HUL,Haas F1 Team,18.0,11.0,0.0,2023,18,United States Grand Prix,0,False,30.1
BOT,Alfa Romeo,13.0,12.0,0.0,2023,18,United States Grand Prix,0,False,30.1
ZHO,Alfa Romeo,12.0,13.0,0.0,2023,18,United States Grand Prix,0,False,30.1
MAG,Haas F1 Team,17.0,14.0,0.0,2023,18,United States Grand Prix,0,False,30.1
RIC,AlphaTauri,14.0,15.0,0.0,2023,18,United States Grand Prix,0,False,30.1
ALO,Aston Martin,19.0,16.0,0.0,2023,18,United States Grand Prix,0,False,30.1
PIA,McLaren,10.0,17.0,0.0,2023,18,United States Grand Prix,0,False,30.1
OCO,Alpine,8.0,18.0,0.0,2023,18,United States Grand Prix,0,False,30.1
HAM,Mercedes,3.0,19.0,0.0,2023,18,United States Grand Prix,0,False,30.1
LEC,Ferrari,1.0,20.0,0.0,2023,18,United States Grand Prix,0,False,30.1
VER,Red Bull Racing,3.0,1.0,25.0,2023,19,Mexico City Grand Prix,1,False,25.7
HAM,Mercedes,6.0,2.0,19.0,2023,19,Mexico City Grand Prix,1,False,25.7
LEC,Ferrari,1.0,3.0,15.0,2023,19,Mexico City Grand Prix,1,False,25.7
SAI,Ferrari,2.0,4.0,12.0,2023,19,Mexico City Grand Prix,0,False,25.7
NOR,McLaren,17.0,5.0,10.0,2023,19,Mexico City Grand Prix,0,False,25.7
RUS,Mercedes,8.0,6.0,8.0,2023,19,Mexico City Grand Prix,0,False,25.7
RIC,AlphaTauri,4.0,7.0,6.0,2023,19,Mexico City Grand Prix,0,False,25.7
PIA,McLaren,7.0,8.0,4.0,2023,19,Mexico City Grand Prix,0,False,25.7
ALB,Williams,14.0,9.0,2.0,2023,19,Mexico City Grand Prix,0,False,25.7
OCO,Alpine,15.0,10.0,1.0,2023,19,Mexico City Grand Prix,0,False,25.7
GAS,Alpine,11.0,11.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
TSU,AlphaTauri,18.0,12.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
HUL,Haas F1 Team,12.0,13.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
ZHO,Alfa Romeo,10.0,14.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
BOT,Alfa Romeo,9.0,15.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
SAR,Williams,19.0,16.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
STR,Aston Martin,0.0,17.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
ALO,Aston Martin,13.0,18.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
MAG,Haas F1 Team,16.0,19.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
PER,Red Bull Racing,5.0,20.0,0.0,2023,19,Mexico City Grand Prix,0,False,25.7
VER,Red Bull Racing,1.0,1.0,25.0,2023,20,São Paulo Grand Prix,1,True,20.5
NOR,McLaren,6.0,2.0,19.0,2023,20,São Paulo Grand Prix,1,True,20.5
ALO,Aston Martin,4.0,3.0,15.0,2023,20,São Paulo Grand Prix,1,True,20.5
PER,Red Bull Racing,9.0,4.0,12.0,2023,20,São Paulo Grand Prix,0,True,20.5
STR,Aston Martin,3.0,5.0,10.0,2023,20,São Paulo Grand Prix,0,True,20.5
SAI,Ferrari,7.0,6.0,8.0,2023,20,São Paulo Grand Prix,0,True,20.5
GAS,Alpine,15.0,7.0,6.0,2023,20,São Paulo Grand Prix,0,True,20.5
HAM,Mercedes,5.0,8.0,4.0,2023,20,São Paulo Grand Prix,0,True,20.5
TSU,AlphaTauri,16.0,9.0,2.0,2023,20,São Paulo Grand Prix,0,True,20.5
OCO,Alpine,14.0,10.0,1.0,2023,20,São Paulo Grand Prix,0,True,20.5
SAR,Williams,19.0,11.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
HUL,Haas F1 Team,11.0,12.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
RIC,AlphaTauri,17.0,13.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
PIA,McLaren,10.0,14.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
RUS,Mercedes,8.0,15.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
BOT,Alfa Romeo,18.0,16.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
ZHO,Alfa Romeo,20.0,17.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
MAG,Haas F1 Team,12.0,18.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
ALB,Williams,13.0,19.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
LEC,Ferrari,2.0,20.0,0.0,2023,20,São Paulo Grand Prix,0,True,20.5
VER,Red Bull Racing,2.0,1.0,25.0,2023,21,Las Vegas Grand Prix,1,False,18.0
LEC,Ferrari,1.0,2.0,18.0,2023,21,Las Vegas Grand Prix,1,False,18.0
PER,Red Bull Racing,11.0,3.0,15.0,2023,21,Las Vegas Grand Prix,1,False,18.0
OCO,Alpine,16.0,4.0,12.0,2023,21,Las Vegas Grand Prix,0,False,18.0
STR,Aston Martin,19.0,5.0,10.0,2023,21,Las Vegas Grand Prix,0,False,18.0
SAI,Ferrari,12.0,6.0,8.0,2023,21,Las Vegas Grand Prix,0,False,18.0
HAM,Mercedes,10.0,7.0,6.0,2023,21,Las Vegas Grand Prix,0,False,18.0
RUS,Mercedes,3.0,8.0,4.0,2023,21,Las Vegas Grand Prix,0,False,18.0
ALO,Aston Martin,9.0,9.0,2.0,2023,21,Las Vegas Grand Prix,0,False,18.0
PIA,McLaren,18.0,10.0,2.0,2023,21,Las Vegas Grand Prix,0,False,18.0
GAS,Alpine,4.0,11.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
ALB,Williams,5.0,12.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
MAG,Haas F1 Team,8.0,13.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
RIC,AlphaTauri,14.0,14.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
ZHO,Alfa Romeo,17.0,15.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
SAR,Williams,6.0,16.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
BOT,Alfa Romeo,7.0,17.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
TSU,AlphaTauri,20.0,18.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
HUL,Haas F1 Team,13.0,19.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
NOR,McLaren,15.0,20.0,0.0,2023,21,Las Vegas Grand Prix,0,False,18.0
VER,Red Bull Racing,1.0,1.0,26.0,2023,22,Abu Dhabi Grand Prix,1,False,26.9
LEC,Ferrari,2.0,2.0,18.0,2023,22,Abu Dhabi Grand Prix,1,False,26.9
RUS,Mercedes,4.0,3.0,15.0,2023,22,Abu Dhabi Grand Prix,1,False,26.9
PER,Red Bull Racing,9.0,4.0,12.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
NOR,McLaren,5.0,5.0,10.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
PIA,McLaren,3.0,6.0,8.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
ALO,Aston Martin,7.0,7.0,6.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
TSU,AlphaTauri,6.0,8.0,4.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
HAM,Mercedes,11.0,9.0,2.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
STR,Aston Martin,13.0,10.0,1.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
RIC,AlphaTauri,15.0,11.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
OCO,Alpine,12.0,12.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
GAS,Alpine,10.0,13.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
ALB,Williams,14.0,14.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
HUL,Haas F1 Team,8.0,15.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
SAR,Williams,20.0,16.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
ZHO,Alfa Romeo,19.0,17.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
SAI,Ferrari,16.0,18.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
BOT,Alfa Romeo,18.0,19.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
MAG,Haas F1 Team,17.0,20.0,0.0,2023,22,Abu Dhabi Grand Prix,0,False,26.9
VER,Red Bull Racing,1.0,1.0,26.0,2024,1,Bahrain Grand Prix,1,False,18.2
PER,Red Bull Racing,5.0,2.0,18.0,2024,1,Bahrain Grand Prix,1,False,18.2
SAI,Ferrari,4.0,3.0,15.0,2024,1,Bahrain Grand Prix,1,False,18.2
LEC,Ferrari,2.0,4.0,12.0,2024,1,Bahrain Grand Prix,0,False,18.2
RUS,Mercedes,3.0,5.0,10.0,2024,1,Bahrain Grand Prix,0,False,18.2
NOR,McLaren,7.0,6.0,8.0,2024,1,Bahrain Grand Prix,0,False,18.2
